cutoff,iteration,role,n,grid_count,M_extrapolated,extrapolated_margin,fit_a_over_G,fit_b_over_G2,largest_grid_shift,richardson_12,richardson_23,richardson_change,grid_1,M_grid_1,grid_2,M_grid_2,grid_3,M_grid_3
400000000,0,mid,112878366915,3,1.0000008670611882,-8.670611881811396e-07,0.14577314909547567,6006.6435546875,-1.444831188024409e-07,1.0000008233571043,1.0000008561351672,3.2778062930560736e-08,262144,1.0000015105497893,524288,1.0000011669534468,1048576,1.000001011544307
400000000,1,lo,112804773985,3,0.9999976195646731,2.380435326854169e-06,0.211016499553807,-11501.031819661439,-1.9078088842050533e-07,0.9999977032456931,0.9999976404849281,-6.276076502942374e-08,262144,0.9999982571666969,524288,0.999997980206195,1048576,0.9999978103455616
400000000,1,hi,112878366915,3,1.0000008670611882,-8.670611881811396e-07,0.14577314909547567,6006.6435546875,-1.444831188024409e-07,1.0000008233571043,1.0000008561351672,3.2778062930560736e-08,262144,1.0000015105497893,524288,1.0000011669534468,1048576,1.000001011544307
400000000,1,mid,112858718065,3,1.000000014007585,-1.4007585091846408e-08,0.1428053978597745,2095.9757893880305,-1.380961189845209e-07,0.999999998757354,1.0000000101950273,1.1437673252956415e-08,262144,1.0000005892674078,524288,1.0000002940123809,1048576,1.000000152103704
400000000,2,lo,112804773985,3,0.9999976195646731,2.380435326854169e-06,0.211016499553807,-11501.031819661439,-1.9078088842050533e-07,0.9999977032456931,0.9999976404849281,-6.276076502942374e-08,262144,0.9999982571666969,524288,0.999997980206195,1048576,0.9999978103455616
400000000,2,hi,112858718065,3,1.000000014007585,-1.4007585091846408e-08,0.1428053978597745,2095.9757893880305,-1.380961189845209e-07,0.999999998757354,1.0000000101950273,1.1437673252956415e-08,262144,1.0000005892674078,524288,1.0000002940123809,1048576,1.000000152103704
400000000,2,mid,112858402490,3,1.0000000056006915,-5.600691466156604e-09,0.13958271441515532,2674.3146565755305,-1.3554872468901635e-07,0.9999999861424913,1.0000000007361414,1.4593650066174746e-08,262144,1.0000005769828906,524288,1.000000281562691,1048576,1.0000001411494162
400000000,3,lo,112804773985,3,0.9999976195646731,2.380435326854169e-06,0.211016499553807,-11501.031819661439,-1.9078088842050533e-07,0.9999977032456931,0.9999976404849281,-6.276076502942374e-08,262144,0.9999982571666969,524288,0.999997980206195,1048576,0.9999978103455616
400000000,3,hi,112858402490,3,1.0000000056006915,-5.600691466156604e-09,0.13958271441515532,2674.3146565755305,-1.3554872468901635e-07,0.9999999861424913,1.0000000007361414,1.4593650066174746e-08,262144,1.0000005769828906,524288,1.000000281562691,1048576,1.0000001411494162
400000000,3,mid,112858276609,3,1.0000000009220162,-9.220162411338606e-10,0.1395068003330379,2692.783365885436,-1.3549312471994313e-07,0.9999999813294387,0.9999999960238719,1.4694433225770354e-08,262144,1.0000005722833814,524288,1.00000027680641,1048576,1.000000136415141
800000000,0,lo,112804773985,3,0.9999975198917593,2.4801082406655794e-06,0.21101665747119114,-11501.110900878906,-1.9078096713531778e-07,0.9999976035733548,0.9999975408121582,-6.276119657311341e-08,262144,0.9999981574932347,524288,0.9999978805332947,1048576,0.9999977106727265
800000000,0,hi,200000000000,3,1.002817932758052,-0.0028179327580519775,0.28425854281522334,-12033.388427734375,-2.601457684825448e-07,1.0028180203124761,1.002817954646658,-6.566581811640049e-08,262144,1.0028188420094897,524288,1.002818431160983,1048576,1.0028181929038205
800000000,0,mid,112881448433,3,1.0000009082469168,-9.082469167864815e-07,0.1306912498548627,8967.873779296875,-1.3279312205405347e-07,1.0000008429970473,1.0000008919344494,4.8937402130633245e-08,262144,1.0000015372942093,524288,1.0000011901456283,1048576,1.0000010410400388
800000000,1,lo,112804773985,3,0.9999975198917593,2.4801082406655794e-06,0.21101665747119114,-11501.110900878906,-1.9078096713531778e-07,0.9999976035733548,0.9999975408121582,-6.276119657311341e-08,262144,0.9999981574932347,524288,0.9999978805332947,1048576,0.9999977106727265
800000000,1,hi,112881448433,3,1.0000009082469168,-9.082469167864815e-07,0.1306912498548627,8967.873779296875,-1.3279312205405347e-07,1.0000008429970473,1.0000008919344494,4.8937402130633245e-08,262144,1.0000015372942093,524288,1.0000011901456283,1048576,1.0000010410400388
800000000,1,mid,112860895885,3,1.000000031618455,-3.1618454965354204e-08,0.12208660703618075,6745.2267659505305,-1.2256560943946226e-07,0.9999999825404708,1.0000000193489589,3.680848803533365e-08,262144,1.000000595497869,524288,1.00000028901917,1048576,1.0000001541840644
800000000,2,lo,112804773985,3,0.9999975198917593,2.4801082406655794e-06,0.21101665747119114,-11501.110900878906,-1.9078096713531778e-07,0.9999976035733548,0.9999975408121582,-6.276119657311341e-08,262144,0.9999981574932347,524288,0.9999978805332947,1048576,0.9999977106727265
800000000,2,hi,112860895885,3,1.000000031618455,-3.1618454965354204e-08,0.12208660703618075,6745.2267659505305,-1.2256560943946226e-07,0.9999999825404708,1.0000000193489589,3.680848803533365e-08,262144,1.000000595497869,524288,1.00000028901917,1048576,1.0000001541840644
800000000,2,mid,112860189404,3,1.0000000034672274,-3.4672273940827836e-09,0.12187322159297764,6847.6572265625,-1.2245526925802608e-07,0.9999999536439637,0.9999999910114115,3.736744780269419e-08,262144,1.0000005680232,524288,1.0000002608335818,1048576,1.0000001259224967
800000000,3,lo,112804773985,3,0.9999975198917593,2.4801082406655794e-06,0.21101665747119114,-11501.110900878906,-1.9078096713531778e-07,0.9999976035733548,0.9999975408121582,-6.276119657311341e-08,262144,0.9999981574932347,524288,0.9999978805332947,1048576,0.9999977106727265
800000000,3,hi,112860189404,3,1.0000000034672274,-3.4672273940827836e-09,0.12187322159297764,6847.6572265625,-1.2245526925802608e-07,0.9999999536439637,0.9999999910114115,3.736744780269419e-08,262144,1.0000005680232,524288,1.0000002608335818,1048576,1.0000001259224967
800000000,3,mid,112860112041,3,1.0000000004902942,-4.902942496443075e-10,0.12176993757020678,6876.8864339192805,-1.2238335367342756e-07,0.99999995045436,0.9999999879813106,3.752695065806222e-08,262144,1.0000005650776105,524288,1.0000002577659852,1048576,1.000000122873648
