window,q_band,weighted_R_total,R_j1,R_j2,R_j3,R_j4,R_j5,weighted_R_j1,weighted_R_j2,weighted_R_j3,weighted_R_j4,weighted_R_j5
worst_passing,10001-20000,7.736344981164493,2.802262543067826,11.386070578635753,38.043282725148245,81.8584907030232,102.72464965955605,2.802262543067826,-10.626999206726703,30.4346261801186,-49.115094421813914,34.24154988651868
worst_passing,20001-50000,0.585946790914436,-1.6119869719015014,2.926002686277883,21.862664910618847,32.46584239650379,20.75472933824747,-1.6119869719015014,-2.730935840526024,17.490131928495078,-19.479505437902272,6.918243112749156
worst_passing,50001-100000,2.453097779413575,-0.20132499079868182,-3.0996372049003753,1.2788439630544914,1.9996845260003155,-0.18550922761449073,-0.20132499079868182,2.8929947245736836,1.0230751704435932,-1.1998107156001894,-0.061836409204830245
worst_passing,100001-200000,0.03047619047619521,-0.057142857142849834,0.1428571428571459,0.27619047619047654,0.0,0.0,-0.057142857142849834,-0.1333333333333362,0.22095238095238123,-0.0,0.0
worst_passing,200001-500000,0.6666666666666856,0.6666666666666856,0.0,0.0,0.0,0.0,0.6666666666666856,-0.0,0.0,-0.0,0.0
worst_failing_L_minus_1,1,-1.6777544571146432,-7.044520990332703,-14.337727517996107,-20.872312425497213,-24.553463481736955,-18.148021896668126,-7.044520990332703,13.381879016796367,-16.69784994039777,14.732078089042172,-6.049340632222709
worst_failing_L_minus_1,2,0.342324864061085,4.777252844688231,17.640042951205874,21.33426458469414,6.217470481538999,-3.92345181500073,4.777252844688231,-16.46404008779215,17.067411667755312,-3.7304822889233993,-1.3078172716669099
worst_failing_L_minus_1,3,-0.21777321470716027,1.085962527204364,1.5586722493218268,-3.536407793602354,-8.996632889819876,-7.253485424663584,1.085962527204364,-1.454760766033705,-2.8291262348818833,5.397979733891925,-2.417828474887861
worst_failing_L_minus_1,4,-0.6764866382907209,-3.0671415834885396,-6.061297124586439,-4.53647509029263,-1.3194767851772475,-1.287185109865307,-3.0671415834885396,5.65721064961401,-3.629180072234104,0.7916860711063485,-0.4290617032884357
worst_failing_L_minus_1,5,-0.6103268668306969,3.113414004300579,6.719482401105591,2.6143642509781415,-3.020720421459732,-4.0684428512732325,3.113414004300579,-6.271516907698551,2.0914914007825134,1.812432252875839,-1.3561476170910773
worst_failing_L_minus_1,6,-0.6418977558178162,5.015830665883311,17.824858783014946,19.975938942318862,7.684162325115786,-1.1743419490183893,5.015830665883311,-16.636534864147283,15.98075115385509,-4.610497395069471,-0.39144731633946306
worst_failing_L_minus_1,7,-0.5793151228122504,-1.426880988379013,-0.8722153874895202,-0.5601845277728774,-2.2578774796645,-2.6192420850115625,-1.426880988379013,0.8140676949902189,-0.44814762221830196,1.3547264877986998,-0.8730806950038541
worst_failing_L_minus_1,8,-0.45716291945999643,-0.9348452893499499,-2.7327615367397122,-5.292597566279293,-5.351049315523422,-3.1483398020731914,-0.9348452893499499,2.550577434290398,-4.234078053023434,3.210629589314053,-1.0494466006910637
worst_failing_L_minus_1,9,-0.47701313571055604,1.479119806514389,9.219624499882118,14.759566711102135,10.396245922212003,3.2368323263315726,1.479119806514389,-8.604982866556643,11.80765336888171,-6.2377475533272015,1.0789441087771907
