n,cutoff,M_extrapolated,margin_1_minus_M,fit_a_over_G,fit_b_over_G2,richardson_12,richardson_23,seconds,grid_1,M_grid_1,grid_2,M_grid_2,grid_3,M_grid_3,E1_extrapolated,E2_extrapolated,E3_extrapolated,E4_extrapolated,E5_extrapolated,E6_extrapolated,E7_extrapolated,E8_extrapolated,E9_extrapolated,iteration,role
31000000000000000000000000,200000000,0.9999379190060456,6.208099395443867e-05,0.5895715879596536,-15626.965455373123,0.9999397382242582,0.9999383738105987,9.612946299952455,65536,0.9999432767181181,131072,0.9999415074711882,262144,0.9999399406408934,3.833872032037145,7.248163668997783,8.940156317209002,7.944088485766868,5.316917732864204,2.748492107527193,1.1170826463278056,0.36218096415210427,0.09483441701183713,0,lo
33500000000000000000000000,200000000,1.0000582642789235,-5.826427892352548e-05,0.2236686894320882,6620.090891520187,1.000057493598912,1.0000580716089207,9.516942599962931,65536,1.0000632185522988,131072,1.0000603560756054,262144,1.000059213842263,3.835192513835354,7.253227099068837,8.949730248612402,7.955885420125702,5.327368577878957,2.7554486681436607,1.1206502981864646,0.3636161448066859,0.09529395791063104,0,hi
32289643383363124858978304,200000000,1.0000018277453409,-1.827745340854392e-06,0.2103207158506846,8508.258595784515,1.0000008372536782,1.0000015801224251,9.450053400010802,65536,1.0000070179681047,131072,1.0000039276108914,262144,1.0000027538666583,3.834566204897844,7.250825279851798,8.945188549125929,7.950290586989126,5.322416077003734,2.7521567698688463,1.118965644798898,0.36294041391099435,0.09507840253969953,0,mid
31000000000000000000000000,200000000,0.9999379190060456,6.208099395443867e-05,0.5895715879596536,-15626.965455373123,0.9999397382242582,0.9999383738105987,9.612946299952455,65536,0.9999432767181181,131072,0.9999415074711882,262144,0.9999399406408934,3.833872032037145,7.248163668997783,8.940156317209002,7.944088485766868,5.316917732864204,2.748492107527193,1.1170826463278056,0.36218096415210427,0.09483441701183713,1,lo
32289643383363124858978304,200000000,1.0000018277453409,-1.827745340854392e-06,0.2103207158506846,8508.258595784515,1.0000008372536782,1.0000015801224251,9.450053400010802,65536,1.0000070179681047,131072,1.0000039276108914,262144,1.0000027538666583,3.834566204897844,7.250825279851798,8.945188549125929,7.950290586989126,5.322416077003734,2.7521567698688463,1.118965644798898,0.36294041391099435,0.09507840253969953,1,hi
32252760482662883304407040,200000000,0.9999998239608381,1.76039161914332e-07,0.2803318189398851,5398.787132263184,0.9999991954592966,0.9999996668354527,9.822228800039738,65536,1.0000053584880138,131072,1.0000022769736552,262144,1.000000971904554,3.8345467466378524,7.250750666054937,8.945047401100478,7.950115354031466,5.322258134304333,2.752048911831307,1.118908614518088,0.3629167236760951,0.09507058299389128,1,mid
32252760482662883304407040,200000000,0.9999998239608381,1.76039161914332e-07,0.2803318189398851,5398.787132263184,0.9999991954592966,0.9999996668354527,9.822228800039738,65536,1.0000053584880138,131072,1.0000022769736552,262144,1.000000971904554,3.8345467466378524,7.250750666054937,8.945047401100478,7.950115354031466,5.322258134304333,2.752048911831307,1.118908614518088,0.3629167236760951,0.09507058299389128,2,lo
32289643383363124858978304,200000000,1.0000018277453409,-1.827745340854392e-06,0.2103207158506846,8508.258595784515,1.0000008372536782,1.0000015801224251,9.450053400010802,65536,1.0000070179681047,131072,1.0000039276108914,262144,1.0000027538666583,3.834566204897844,7.250825279851798,8.945188549125929,7.950290586989126,5.322416077003734,2.7521567698688463,1.118965644798898,0.36294041391099435,0.09507840253969953,2,hi
32256000768691278954102784,200000000,1.0000000198900196,-1.9890019631318978e-08,0.2695318470650818,5885.1330490112305,0.9999993347703617,0.9999998486101052,9.457731200032867,65536,1.0000055028589354,131072,1.0000024188146486,262144,1.0000011337123769,3.8345484570175117,7.250757224587156,8.945059816580873,7.950130830226926,5.322272211702446,2.7520586666100555,1.1189138744820784,0.3629189619633871,0.09507134349463586,2,mid
32252760482662883304407040,200000000,0.9999998239608381,1.76039161914332e-07,0.2803318189398851,5398.787132263184,0.9999991954592966,0.9999996668354527,9.822228800039738,65536,1.0000053584880138,131072,1.0000022769736552,262144,1.000000971904554,3.8345467466378524,7.250750666054937,8.945047401100478,7.950115354031466,5.322258134304333,2.752048911831307,1.118908614518088,0.3629167236760951,0.09507058299389128,3,lo
