max_R,min_certificate,worst_start,fail_windows,R_median,R_q90,R_q99,R_q999,model,trial,seed
195.3389840778236,-175.06666666666666,177494,18749,-0.9276825888430693,7.938984077823596,26.738984077823595,86.36505074448661,independent_square,9,4036888401711380382
99.47231741115694,-79.2,872935,18308,-0.72768258884307,7.805650744490263,25.205650744490264,88.67231741115694,independent_square,10,15954420470927862892
97.5389840778236,-77.26666666666667,179149,20478,-0.9276825888430693,7.87231741115693,29.27231741115693,57.205650744490256,independent_square,11,12689853545985403984
94.07231741115693,-73.8,318569,19287,-0.9276825888430693,8.338984077823596,25.27231741115693,53.138984077823594,independent_square,12,4291604966143500096
177.67231741115694,-157.4,999035,16211,-0.9943492555097357,7.938984077823596,25.205650744490264,50.738984077823595,independent_square,13,12514303176209966691
91.80565074449026,-71.53333333333333,620756,16221,-0.9943492555097357,7.938984077823596,23.938984077823598,51.60565074449026,independent_square,14,1810448075220651958
289.9389840778236,-269.6666666666667,667750,16320,-0.9943492555097357,7.805650744490263,25.938984077823598,54.805650744490265,independent_square,15,18371652861380401229
166.00565074449025,-145.73333333333332,733619,18607,-0.9943492555097357,8.005650744490262,25.872317411156928,58.87231741115693,independent_square,16,4767209394541770639
92.80565074449026,-72.53333333333333,270,17404,-0.9276825888430693,7.805650744490263,25.27231741115693,67.87231741115693,independent_square,17,8217072949997476534
103.7389840778236,-83.46666666666667,580110,18046,-0.72768258884307,8.205650744490264,24.738984077823595,46.805650744490265,independent_square,18,18010541614231416064
68.67231741115693,-48.4,72672,20371,-0.9943492555097357,8.138984077823597,25.005650744490264,46.40565074449026,independent_square,19,14279817985918294756
