model,trial,seed,worst_start,max_R,min_certificate,fail_windows,total_actual_weighted_mass,impossible_product_weighted_mass,impossible_product_intersections
independent_square,47,2188698242705343234,337077,98.27231741115693,-78.0,15259,469.0000000000166,63.999999999999474,479
independent_square,48,13891719119126417770,994113,118.47231741115694,-98.2,20325,489.20000000001835,107.46666666666955,1049
independent_square,49,14043372116071084988,894152,58.87231741115693,-38.6,15134,429.6000000000192,53.06666666666675,848
independent_square,50,12432315021664848872,490912,92.27231741115693,-72.0,21445,463.0000000000195,115.26666666666978,1106
independent_square,51,293218661746381214,832460,95.7389840778236,-75.46666666666667,17595,466.4666666666843,100.46666666666988,1105
independent_square,52,7556136525381486202,568997,100.3389840778236,-80.06666666666666,13575,471.06666666668445,93.93333333333506,958
independent_square,53,10950230522394557060,193175,138.60565074449025,-118.33333333333333,18433,509.33333333335264,130.8666666666699,1087
independent_square,54,5468053190198812478,663437,169.80565074449026,-149.53333333333333,18729,540.5333333333479,186.60000000000102,1222
independent_square,55,3536529973622693616,333783,98.27231741115693,-78.0,20709,469.00000000002007,97.66666666666944,1105
independent_square,56,15220359163025915617,714975,103.47231741115694,-83.2,18464,474.2000000000199,72.60000000000167,943
independent_square,57,16226745568922276408,788522,288.1389840778236,-267.8666666666667,18313,658.8666666666755,260.9333333333302,1634
independent_square,58,15876391416045312888,621284,102.47231741115694,-82.2,19727,473.2000000000196,93.46666666666925,1182
independent_square,59,10482482685356821710,820862,62.00565074449027,-41.733333333333334,20449,432.733333333352,63.26666666666814,985
independent_square,60,16929935884758396718,71637,164.80565074449026,-144.53333333333333,18609,535.5333333333493,163.26666666666952,935
independent_square,61,8320278773582600603,614709,97.20565074449027,-76.93333333333334,20914,467.9333333333496,97.60000000000136,927
independent_square,62,2584583942805075345,587390,97.5389840778236,-77.26666666666667,21832,468.2666666666857,103.86666666667003,1223
independent_square,63,3402490964352922804,518444,106.40565074449027,-86.13333333333334,18901,477.13333333335123,111.00000000000286,1103
independent_square,64,10734882889121815513,237185,173.5389840778236,-153.26666666666668,23088,544.2666666666848,124.06666666666992,1089
independent_square,65,6055785774254144567,925221,95.5389840778236,-75.26666666666667,18854,466.26666666668734,6.799999999999939,159
