n,K,event,old_best_r,new_best_r,best_ratio,best_margin,exact_holes,max_depth
111757,5,best_r_change,2,3,0.932173674431,7580.06666667,9669,8
111758,5,best_r_change,3,2,0.93183485746,7618,9659,8
111759,5,best_r_change,2,3,0.934141023691,7360.33333333,9444,8
111763,5,best_r_change,3,2,0.932544759894,7539,9599,8
111764,5,best_r_change,2,3,0.932572205719,7536,9625,8
111768,5,best_r_change,3,2,0.931483072078,7658,9717,8
111770,5,best_r_change,2,3,0.933048224031,7483.2,9565,8
111772,5,best_r_change,3,2,0.932550191461,7539,9622,8
111773,5,best_r_change,2,3,0.932707660467,7521.46666667,9602,8
111779,5,best_r_change,3,2,0.931937125936,7608,9668,8
111780,5,best_r_change,2,3,0.931708117135,7633.66666667,9703,8
111783,5,best_r_change,3,2,0.932601558376,7534,9588,8
111784,5,best_r_change,2,3,0.933428159069,7441.66666667,9530,8
111785,5,best_r_change,3,2,0.931457708995,7662,9733,8
111786,5,best_r_change,2,3,0.931839407439,7619.4,9709,8
111788,5,best_r_change,3,2,0.932729809997,7520,9593,8
111789,5,best_r_change,2,3,0.931868072887,7616.4,9701,7
111791,5,best_r_change,3,2,0.932212789938,7578,9645,8
111792,5,best_r_change,2,3,0.932815109012,7510.73333333,9594,8
111794,5,best_r_change,3,2,0.932563464944,7539,9611,8
111795,5,best_r_change,2,3,0.932779939473,7514.86666667,9602,8
111800,5,best_r_change,3,2,0.933389982111,7447,9523,8
111801,5,best_r_change,2,3,0.931674433443,7638.86666667,9719,8
111806,5,best_r_change,3,2,0.932561758761,7540,9619,8
111807,5,best_r_change,2,3,0.932333395941,7565.6,9654,8
111809,5,best_r_change,3,2,0.933091253835,7481,9563,8
111811,5,best_r_change,2,3,0.931696642847,7637.06666667,9727,9
111814,5,best_r_change,3,2,0.931913713846,7613,9683,8
111815,5,best_r_change,2,3,0.932814619386,7512.33333333,9589,8
111817,5,best_r_change,3,2,0.932058631514,7597,9656,8
111818,5,best_r_change,2,3,0.932762167093,7518.4,9609,8
111820,5,best_r_change,3,2,0.932802718655,7514,9582,8
111821,5,best_r_change,2,3,0.932232764865,7577.8,9651,8
111824,5,best_r_change,3,2,0.932456359994,7553,9625,8
111825,5,best_r_change,2,3,0.932437886579,7555.13333333,9650,8
111826,5,best_r_change,3,2,0.932851036432,7509,9582,8
111827,5,best_r_change,2,3,0.933275505915,7461.6,9551,8
111828,5,best_r_change,3,2,0.933129448796,7478,9555,8
111829,5,best_r_change,2,3,0.931935365603,7611.6,9699,8
111830,5,best_r_change,3,2,0.932933917553,7500,9585,8
111832,5,best_r_change,2,3,0.932481460286,7550.73333333,9634,8
111836,5,best_r_change,3,2,0.932347365786,7566,9649,7
111837,5,best_r_change,2,3,0.931825782165,7624.4,9712,8
111838,5,best_r_change,3,2,0.932572113235,7541,9608,8
111839,5,best_r_change,2,3,0.932274072551,7574.4,9656,8
111841,5,best_r_change,3,2,0.93346804839,7441,9496,8
111842,5,best_r_change,2,3,0.933369694152,7452.06666667,9535,8
111846,5,best_r_change,3,2,0.933283264489,7462,9539,8
111847,5,best_r_change,2,3,0.932436870606,7556.73333333,9633,8
111848,5,best_r_change,3,2,0.93188970746,7618,9701,8
111849,5,best_r_change,2,3,0.933092532492,7483.53333333,9558,8
111852,5,best_r_change,3,2,0.931632872009,7647,9706,8
111853,5,best_r_change,2,3,0.932661618374,7532,9625,8
111854,5,best_r_change,3,2,0.932715861748,7526,9613,8
111855,5,best_r_change,2,3,0.934040796865,7377.86666667,9461,8
111857,5,best_r_change,3,2,0.932932225967,7502,9584,8
111858,5,best_r_change,2,3,0.932806474876,7516.13333333,9594,8
111864,5,best_r_change,3,2,0.93167596367,7643,9649,7
111865,5,best_r_change,2,3,0.932111026684,7594.4,9673,8
111868,5,best_r_change,3,2,0.933251689491,7467,9540,8
111870,5,best_r_change,2,3,0.931697506034,7641,9725,8
111872,5,best_r_change,3,2,0.931993707094,7608,9646,8
111873,5,best_r_change,2,3,0.93369326528,7417.93333333,9518,8
111879,5,best_r_change,3,2,0.932024776768,7605,9653,7
111880,5,best_r_change,2,3,0.932860803242,7511.53333333,9590,8
111883,5,best_r_change,3,2,0.932527729861,7549,9639,8
111885,5,best_r_change,2,3,0.933202246354,7473.66666667,9562,8
111886,5,best_r_change,3,2,0.933682498257,7420,9482,8
111887,5,best_r_change,2,3,0.932621901263,7538.73333333,9624,8
111893,5,best_r_change,3,2,0.931908162262,7619,9645,8
111895,5,best_r_change,2,3,0.932664849487,7534.46666667,9623,8
111901,5,best_r_change,3,2,0.933441166746,7448,9498,8
111902,5,best_r_change,2,3,0.932990175928,7498.53333333,9573,8
111907,5,best_r_change,3,2,0.932211568535,7586,9650,8
111908,5,best_r_change,2,3,0.932597014214,7542.93333333,9625,8
111918,5,best_r_change,3,2,0.931565967941,7659,9737,8
111919,5,best_r_change,2,3,0.932216454162,7586.26666667,9676,8
111929,5,best_r_change,3,2,0.931733509636,7641,9681,7
111930,5,best_r_change,2,3,0.933031358885,7495.8,9596,8
111932,5,best_r_change,3,2,0.932941428725,7506,9568,8
111933,5,best_r_change,2,3,0.931992650365,7612.26666667,9696,8
111934,5,best_r_change,3,2,0.932647810317,7539,9607,8
111936,5,best_r_change,2,3,0.932298813608,7578.2,9675,8
111938,5,best_r_change,3,2,0.932310743447,7577,9613,7
111939,5,best_r_change,2,3,0.932188662277,7590.73333333,9676,8
111943,5,best_r_change,3,2,0.93186711094,7627,9690,8
111944,5,best_r_change,2,3,0.932722909074,7531.26666667,9613,8
111947,5,best_r_change,3,2,0.933146935603,7484,9570,8
111948,5,best_r_change,2,3,0.932563332976,7549.4,9652,8
111956,5,best_r_change,3,2,0.932491335882,7558,9613,8
111957,5,best_r_change,2,3,0.932714047953,7533.13333333,9634,8
111961,5,best_r_change,3,2,0.932806959566,7523,9610,8
111962,5,best_r_change,2,3,0.931658955717,7651.6,9718,8
111964,5,best_r_change,3,2,0.932397913615,7569,9642,8
111965,5,best_r_change,2,3,0.933758466187,7416.73333333,9504,8
111968,5,best_r_change,3,2,0.931775150043,7639,9716,8
111969,5,best_r_change,2,3,0.93284093514,7519.73333333,9597,8
111971,5,best_r_change,3,2,0.932375347188,7572,9646,8
111972,5,best_r_change,2,3,0.932413460508,7567.8,9653,8
111975,5,best_r_change,3,2,0.933083277517,7493,9583,8
111976,5,best_r_change,2,3,0.931759781858,7641.26666667,9727,8
111979,5,best_r_change,3,2,0.932933853669,7510,9575,8
111980,5,best_r_change,2,3,0.932496874442,7559,9648,8
111988,5,best_r_change,3,2,0.93269814623,7537,9620,8
111989,5,best_r_change,2,3,0.932639812839,7543.6,9624,8
112004,5,best_r_change,3,2,0.931127459734,7714,9768,8
112005,5,best_r_change,2,3,0.932659553889,7542.46666667,9640,8
112007,5,best_r_change,3,2,0.932888123064,7517,9574,8
112008,5,best_r_change,2,3,0.932026283837,7613.6,9705,8
112023,5,best_r_change,3,2,0.932585272667,7552,9622,8
112025,5,best_r_change,2,3,0.933245257755,7478.2,9564,8
112028,5,best_r_change,3,2,0.931874174314,7632,9707,8
112029,5,best_r_change,2,3,0.932871548141,7520.33333333,9608,9
112034,5,best_r_change,3,2,0.932743631398,7535,9624,8
112035,5,best_r_change,2,3,0.932930483034,7514.13333333,9590,8
112038,5,best_r_change,3,2,0.932139095664,7603,9673,8
112039,5,best_r_change,2,3,0.932801375711,7528.86666667,9616,8
112042,5,best_r_change,3,2,0.933025115582,7504,9590,8
112044,5,best_r_change,2,3,0.932602072995,7551.53333333,9640,8
112045,5,best_r_change,3,2,0.931982685528,7621,9692,8
112046,5,best_r_change,2,3,0.932952537351,7512.4,9607,8
112050,5,best_r_change,3,2,0.931842927265,7637,9708,8
112051,5,best_r_change,2,3,0.932749670537,7535.46666667,9633,8
112065,5,best_r_change,3,2,0.933119171909,7495,9577,8
112066,5,best_r_change,2,3,0.932488593031,7565.73333333,9658,8
112076,5,best_r_change,3,2,0.932715300332,7541,9625,8
112077,5,best_r_change,2,3,0.93346835955,7456.66666667,9545,8
112082,5,best_r_change,3,2,0.932121125604,7608,9691,8
112083,5,best_r_change,2,3,0.932477420007,7568.13333333,9653,8
112085,5,best_r_change,3,2,0.933675335683,7434,9531,8
112086,5,best_r_change,2,3,0.931857680709,7637.8,9722,8
112091,5,best_r_change,3,2,0.933241741085,7483,9552,8
112092,5,best_r_change,2,3,0.932664834838,7547.73333333,9633,8
112095,5,best_r_change,3,2,0.932004103662,7622,9663,8
112096,5,best_r_change,2,3,0.933147183367,7493.93333333,9576,8
112103,5,best_r_change,3,2,0.932446054075,7573,9644,8
112104,5,best_r_change,2,3,0.932440115131,7573.73333333,9662,8
112108,5,best_r_change,3,2,0.932404467121,7578,9639,8
112109,5,best_r_change,2,3,0.933057411388,7504.86666667,9599,8
112112,5,best_r_change,3,2,0.930596189525,7781,9826,8
112113,5,best_r_change,2,3,0.933075855015,7503.06666667,9597,8
112117,5,best_r_change,3,2,0.93246340876,7572,9630,8
112119,5,best_r_change,2,3,0.933618149763,7442.66666667,9532,8
112121,5,best_r_change,3,2,0.932019871389,7622,9708,8
112122,5,best_r_change,2,3,0.93228625961,7592.2,9692,8
112129,5,best_r_change,3,2,0.931507460157,7680,9772,8
112131,5,best_r_change,2,3,0.932761383263,7539.53333333,9633,8
112132,5,best_r_change,3,2,0.931964113723,7629,9680,8
112133,5,best_r_change,2,3,0.93299088285,7513.93333333,9614,8
112151,5,best_r_change,3,2,0.932020222735,7624,9688,8
112152,5,best_r_change,2,3,0.932261573579,7597,9679,8
112153,5,best_r_change,3,2,0.932886324931,7527,9600,8
112154,5,best_r_change,2,3,0.93234600044,7587.66666667,9671,8
112159,5,best_r_change,3,2,0.933041485748,7510,9583,8
112161,5,best_r_change,2,3,0.932963626691,7518.86666667,9616,8
112164,5,best_r_change,3,2,0.932598694768,7560,9607,8
112165,5,best_r_change,2,3,0.93329886031,7481.53333333,9570,8
112169,5,best_r_change,3,2,0.933127691252,7501,9593,8
112170,5,best_r_change,2,3,0.9326141868,7558.66666667,9655,8
112173,5,best_r_change,3,2,0.933156820269,7498,9581,8
112174,5,best_r_change,2,3,0.931899251758,7639.13333333,9729,8
112176,5,best_r_change,3,2,0.932944658394,7522,9603,8
112177,5,best_r_change,2,3,0.932422867433,7580.6,9676,8
112178,5,best_r_change,3,2,0.931974183886,7631,9694,8
112179,5,best_r_change,2,3,0.932120390923,7614.66666667,9692,8
112180,5,best_r_change,3,2,0.933321447673,7480,9563,8
112181,5,best_r_change,2,3,0.932633274203,7557.26666667,9652,8
112183,5,best_r_change,3,2,0.93192373176,7637,9710,8
112184,5,best_r_change,2,3,0.931775773135,7653.66666667,9736,8
112193,5,best_r_change,3,2,0.93157327106,7677,9716,8
112194,5,best_r_change,2,3,0.932602456459,7561.6,9652,8
112220,5,best_r_change,3,2,0.933140260203,7503,9596,8
112221,5,best_r_change,2,3,0.931909951495,7641.13333333,9707,8
112223,5,best_r_change,3,2,0.932954920114,7524,9615,8
112224,5,best_r_change,2,3,0.933164029085,7500.6,9597,8
112226,5,best_r_change,3,2,0.931833977866,7650,9750,8
112228,5,best_r_change,2,3,0.93298701453,7520.73333333,9610,8
112230,3,best_r_change,3,4,1.03894680567,-4371,9607,8
112231,3,best_r_change,4,3,1.03678722159,-4128.66666667,9695,8
112244,5,best_r_change,3,2,0.932379459036,7590,9677,8
112245,5,best_r_change,2,3,0.9320961587,7621.86666667,9722,8
112253,5,best_r_change,3,2,0.9316811132,7669,9753,8
112254,5,best_r_change,2,3,0.932478723847,7579.53333333,9657,8
112260,5,best_r_change,3,2,0.93358275432,7456,9541,8
112261,5,best_r_change,2,3,0.933092228527,7511.13333333,9596,8
112264,5,best_r_change,3,2,0.931883773961,7647,9715,8
112266,5,best_r_change,2,3,0.933741293001,7438.6,9530,8
112269,5,best_r_change,3,2,0.932456866989,7583,9672,8
112270,5,best_r_change,2,3,0.932762091387,7548.8,9649,9
112276,5,best_r_change,3,2,0.932746089993,7551,9629,8
112277,5,best_r_change,2,3,0.932712250357,7554.86666667,9646,8
112280,5,best_r_change,3,2,0.932810830068,7544,9589,8
112281,5,best_r_change,2,3,0.933241896076,7495.66666667,9586,8
112282,5,best_r_change,3,2,0.933319677241,7487,9570,8
112283,5,best_r_change,2,3,0.932214137492,7611.2,9711,8
112292,5,best_r_change,3,2,0.932150108645,7619,9698,8
112293,5,best_r_change,2,3,0.933658079014,7449.73333333,9535,8
112301,5,best_r_change,3,2,0.932333639059,7599,9660,8
112302,5,best_r_change,2,3,0.932483244585,7582.26666667,9677,8
112307,5,best_r_change,3,2,0.932390679121,7593,9673,8
112309,5,best_r_change,2,3,0.933002697914,7524.4,9622,8
112313,5,best_r_change,3,2,0.932456616776,7586,9651,8
112314,5,best_r_change,2,3,0.933224115723,7499.86666667,9578,8
112323,5,best_r_change,3,2,0.932489338782,7583,9666,8
112324,5,best_r_change,2,3,0.933142813053,7509.66666667,9607,8
112328,5,best_r_change,3,2,0.932857346343,7542,9613,8
112329,5,best_r_change,2,3,0.932215782805,7614.13333333,9716,8
112333,5,best_r_change,3,2,0.932708999136,7559,9628,8
112334,5,best_r_change,2,3,0.932609302022,7570.26666667,9668,8
112346,5,best_r_change,3,2,0.933339860787,7489,9577,8
112347,5,best_r_change,2,3,0.932207654262,7616.26666667,9728,8
112349,5,best_r_change,3,2,0.931677184488,7676,9764,8
112350,5,best_r_change,2,3,0.932734609108,7557.26666667,9651,8
112351,5,best_r_change,3,2,0.932586269815,7574,9644,8
112352,5,best_r_change,2,3,0.932866348619,7542.6,9627,8
112353,5,best_r_change,3,2,0.933450820183,7477,9568,8
112354,5,best_r_change,2,3,0.932450409717,7589.46666667,9677,8
112361,5,best_r_change,3,2,0.932449871397,7590,9656,8
112362,5,best_r_change,2,3,0.93224281044,7613.33333333,9715,8
112363,5,best_r_change,3,2,0.9325667702,7577,9679,8
112364,5,best_r_change,2,3,0.93158306931,7687.6,9786,8
112367,5,best_r_change,3,2,0.933325620511,7492,9549,8
112368,5,best_r_change,2,3,0.932270159951,7610.66666667,9710,8
112379,5,best_r_change,3,2,0.931908986554,7652,9711,8
112380,5,best_r_change,2,3,0.933164857329,7510.93333333,9603,8
112386,5,best_r_change,3,2,0.931966615059,7646,9753,8
112387,5,best_r_change,2,3,0.932317794763,7606.6,9711,8
112398,5,best_r_change,3,2,0.931395576434,7711,9771,8
112399,5,best_r_change,2,3,0.932266894427,7613.13333333,9700,8
112404,5,best_r_change,3,2,0.933525497313,7472,9559,8
112406,5,best_r_change,2,3,0.933737819452,7448.26666667,9567,8
112410,5,best_r_change,3,2,0.932488212792,7589,9680,8
112411,5,best_r_change,2,3,0.933230733647,7505.6,9604,8
112413,5,best_r_change,3,2,0.932845845231,7549,9643,8
112414,5,best_r_change,2,3,0.932711228139,7564.2,9663,8
112416,5,best_r_change,3,2,0.932491816112,7589,9668,8
112417,5,best_r_change,2,3,0.932877886203,7545.66666667,9631,8
112423,5,best_r_change,3,2,0.933421097106,7485,9559,8
112424,5,best_r_change,2,3,0.933144168505,7516.2,9625,8
112430,5,best_r_change,3,2,0.931415102731,7711,9789,8
112432,5,best_r_change,2,3,0.932311085812,7610.4,9712,8
112435,5,best_r_change,3,2,0.933010183662,7532,9615,8
112436,5,best_r_change,2,3,0.933568133575,7469.33333333,9554,8
112443,5,best_r_change,3,2,0.932632533817,7575,9661,8
112444,5,best_r_change,2,3,0.93275467492,7561.33333333,9660,7
112448,5,best_r_change,3,2,0.932226451338,7621,9716,8
112450,5,best_r_change,2,3,0.932132206907,7631.73333333,9734,8
112455,5,best_r_change,3,2,0.932613045218,7578,9652,8
112456,5,best_r_change,2,3,0.932313675274,7611.73333333,9714,8
112465,5,best_r_change,3,2,0.932761303517,7562,9658,8
112466,5,best_r_change,2,3,0.933099188495,7524.06666667,9623,7
112469,5,best_r_change,3,2,0.932114627142,7635,9704,8
112470,5,best_r_change,2,3,0.933445363208,7485.4,9583,8
112484,5,best_r_change,3,2,0.932594857935,7582,9663,8
112486,5,best_r_change,2,3,0.932002204719,7648.8,9757,8
112487,5,best_r_change,3,2,0.932445527039,7599,9685,8
112488,5,best_r_change,2,3,0.933043524643,7531.8,9630,8
112493,5,best_r_change,3,2,0.932920270595,7546,9604,7
112494,5,best_r_change,2,3,0.932244682679,7622.06666667,9712,8
112496,5,best_r_change,3,2,0.932344261129,7611,9688,8
112497,5,best_r_change,2,3,0.932487088545,7595,9682,8
112499,5,best_r_change,3,2,0.932123841101,7636,9708,8
112500,5,best_r_change,2,3,0.934990814815,7313.53333333,9413,8
112505,5,best_r_change,3,2,0.932349673348,7611,9708,8
112506,5,best_r_change,2,3,0.932785214418,7562.06666667,9660,8
112507,3,best_r_change,3,4,1.03830961629,-4310.1,9639,8
112508,3,best_r_change,4,3,1.03804025788,-4279.83333333,9569,8
112522,5,best_r_change,3,2,0.931871100763,7666,9767,8
112523,5,best_r_change,2,3,0.931747879693,7679.93333333,9781,8
112525,3,best_r_change,3,4,1.0385425461,-4337,9597,8
112526,3,best_r_change,4,3,1.03714252706,-4179.5,9630,8
112533,5,best_r_change,3,2,0.932428709801,7604,9679,8
112534,5,best_r_change,2,3,0.932739142541,7569.13333333,9672,8
112536,5,best_r_change,3,2,0.933141394754,7524,9619,8
112537,5,best_r_change,2,3,0.932385496918,7609.13333333,9714,8
112544,5,best_r_change,3,2,0.933226116008,7515,9583,8
112545,5,best_r_change,2,3,0.932693589231,7575,9657,8
112551,5,best_r_change,3,2,0.932528364919,7594,9661,8
112552,5,best_r_change,2,3,0.933055535812,7534.73333333,9635,8
112553,5,best_r_change,3,2,0.931303474807,7732,9794,8
112554,5,best_r_change,2,3,0.934135911059,7413.26666667,9514,8
112562,5,best_r_change,3,2,0.932757058332,7569,9643,8
112563,5,best_r_change,2,3,0.931895916065,7666,9758,8
112566,5,best_r_change,3,2,0.932155357746,7637,9747,8
112567,5,best_r_change,2,3,0.93305083491,7536.26666667,9632,8
112571,5,best_r_change,3,2,0.932407103073,7609,9696,8
112572,5,best_r_change,2,3,0.933541200298,7481.4,9580,8
112579,5,best_r_change,3,2,0.932678385845,7579,9679,8
112581,5,best_r_change,2,3,0.932835913698,7561.4,9660,8
112582,5,best_r_change,3,2,0.93289335773,7555,9663,8
112583,5,best_r_change,2,3,0.931739250153,7685,9773,8
112599,5,best_r_change,3,2,0.932494959991,7601,9664,7
112601,5,best_r_change,2,3,0.932680289992,7580.26666667,9679,8
112607,5,best_r_change,3,2,0.932393190477,7613,9678,8
112608,5,best_r_change,2,3,0.931689281993,7692.33333333,9801,8
112609,5,best_r_change,3,2,0.932589757479,7591,9683,8
112610,5,best_r_change,2,3,0.932398543646,7612.6,9723,8
112615,5,best_r_change,3,2,0.932513430715,7600,9701,8
112616,5,best_r_change,2,3,0.932928417513,7553.33333333,9653,8
112617,5,best_r_change,3,2,0.933100686397,7534,9643,8
112618,5,best_r_change,2,3,0.933288343486,7512.93333333,9611,8
112623,5,best_r_change,3,2,0.933290713265,7513,9614,8
112624,5,best_r_change,2,3,0.932667992613,7583.2,9691,8
112627,5,best_r_change,3,2,0.932964564447,7550,9641,8
112628,5,best_r_change,2,3,0.932666240485,7583.66666667,9675,8
112629,5,best_r_change,3,2,0.932433032345,7610,9687,8
112630,5,best_r_change,2,3,0.932598182841,7591.46666667,9693,8
112633,5,best_r_change,3,2,0.933145703302,7530,9626,8
112634,5,best_r_change,2,3,0.932778734663,7571.4,9671,8
112636,5,best_r_change,3,2,0.93186902944,7674,9770,8
112637,5,best_r_change,2,3,0.933401398593,7501.46666667,9600,8
112642,5,best_r_change,3,2,0.932724916106,7578,9668,8
112643,5,best_r_change,2,3,0.933487803651,7492.13333333,9580,8
112653,5,best_r_change,3,2,0.932376412523,7618,9714,8
112654,5,best_r_change,2,3,0.932514306342,7602.53333333,9686,8
112656,5,best_r_change,3,2,0.932174051981,7641,9741,8
112657,5,best_r_change,2,3,0.932040914753,7656.06666667,9752,8
112663,5,best_r_change,3,2,0.932080629843,7652,9728,8
112665,5,best_r_change,2,3,0.933870619388,7450.46666667,9557,8
112678,5,best_r_change,3,2,0.931361934007,7734,9821,8
112679,5,best_r_change,2,3,0.933311442239,7514.4,9622,8
112683,5,best_r_change,3,2,0.932483160725,7608,9709,8
112685,5,best_r_change,2,3,0.932112821878,7649.86666667,9764,8
112700,5,best_r_change,3,2,0.933007985803,7550,9640,8
112701,5,best_r_change,2,3,0.93294587744,7557.06666667,9649,8
112707,5,best_r_change,3,2,0.931494938203,7721,9791,8
112708,5,best_r_change,2,3,0.933377695757,7508.86666667,9619,8
112714,5,best_r_change,3,2,0.932200081623,7642,9740,8
112715,5,best_r_change,2,3,0.932742462553,7580.93333333,9679,8
112716,5,best_r_change,3,2,0.932893289329,7564,9660,8
112717,5,best_r_change,2,3,0.933158263616,7534.2,9639,7
112732,5,best_r_change,3,2,0.93251250754,7608,9704,8
112733,3,best_r_change,3,4,1.03861513488,-4353.2,9676,8
112733,5,best_r_change,2,3,0.93284131532,7571,9676,8
112734,3,best_r_change,4,3,1.03643680404,-4107.66666667,9756,8
112738,5,best_r_change,3,2,0.932436268162,7617,9684,8
112739,5,best_r_change,2,3,0.932632008444,7595,9701,8
112746,5,best_r_change,3,2,0.93310627428,7542,9614,8
112747,5,best_r_change,2,3,0.932980921887,7556.2,9647,8
112748,5,best_r_change,3,2,0.933107460886,7542,9624,8
112749,5,best_r_change,2,3,0.931628070611,7708.86666667,9818,8
112758,5,best_r_change,3,2,0.932199932599,7645,9747,8
112760,5,best_r_change,2,3,0.932636868866,7595.86666667,9711,8
112765,5,best_r_change,3,2,0.93348113333,7501,9605,8
112766,5,best_r_change,2,3,0.933739484123,7471.93333333,9569,8
112775,5,best_r_change,3,2,0.932768787409,7582,9655,8
112776,5,best_r_change,2,3,0.931421579059,7734,9836,8
112778,5,best_r_change,3,2,0.932522300449,7610,9689,8
112779,5,best_r_change,2,3,0.93255186397,7606.73333333,9704,8
112782,5,best_r_change,3,2,0.933038960118,7552,9639,8
112783,5,best_r_change,2,3,0.933290182622,7523.73333333,9608,8
112785,5,best_r_change,3,2,0.93230482777,7635,9721,8
112786,5,best_r_change,2,3,0.933463964204,7504.33333333,9619,8
112787,5,best_r_change,3,2,0.933529573444,7497,9544,8
112788,5,best_r_change,2,3,0.93372994763,7474.46666667,9574,9
112791,5,best_r_change,3,2,0.932184305485,7649,9715,8
112792,5,best_r_change,2,3,0.932697945481,7591.13333333,9718,8
112796,5,best_r_change,3,2,0.932444412922,7620,9712,8
112798,5,best_r_change,2,3,0.933448583604,7506.86666667,9617,8
112802,5,best_r_change,3,2,0.932199783692,7648,9719,8
112803,5,best_r_change,2,3,0.931806187188,7692.46666667,9800,8
112806,5,best_r_change,3,2,0.931918514973,7680,9746,8
112807,5,best_r_change,2,3,0.934785961864,7356.6,9464,8
112809,5,best_r_change,3,2,0.93410100258,7434,9534,8
112810,5,best_r_change,2,3,0.932988210265,7559.6,9661,8
112813,5,best_r_change,3,2,0.932631877532,7600,9690,8
112814,5,best_r_change,2,3,0.932507194734,7614.13333333,9721,8
112818,5,best_r_change,3,2,0.932439858888,7622,9714,8
112819,5,best_r_change,2,3,0.932551550123,7609.46666667,9700,8
112823,5,best_r_change,3,2,0.932088315326,7662,9744,9
112824,5,best_r_change,2,3,0.93281630386,7579.93333333,9681,8
112830,5,best_r_change,3,2,0.932579987592,7607,9699,8
112831,5,best_r_change,2,3,0.931972596184,7675.6,9773,8
112833,5,best_r_change,3,2,0.932856522471,7576,9663,7
112834,5,best_r_change,2,3,0.932717088821,7591.8,9701,8
112838,5,best_r_change,3,2,0.932203690246,7650,9731,8
112839,5,best_r_change,2,3,0.933034382321,7556.33333333,9662,8
112847,5,best_r_change,3,2,0.932288851277,7641,9729,8
112848,5,best_r_change,2,3,0.932769743372,7586.8,9695,8
112849,5,best_r_change,3,2,0.932910349228,7571,9681,8
112850,5,best_r_change,2,3,0.932542903559,7612.53333333,9722,8
112852,5,best_r_change,3,2,0.93332860738,7524,9625,8
112853,5,best_r_change,2,3,0.932903866091,7572,9663,8
112855,3,best_r_change,3,4,1.03765982898,-4250.1,9733,8
112856,3,best_r_change,4,3,1.03696450935,-4171.66666667,9685,7
112856,5,best_r_change,3,2,0.932462607216,7622,9685,7
112857,5,best_r_change,2,3,0.932175525961,7654.46666667,9754,8
112861,5,best_r_change,3,2,0.932820017544,7582,9678,8
112862,5,best_r_change,2,3,0.932817659324,7582.33333333,9690,8
112873,5,best_r_change,3,2,0.931489373012,7733,9816,8
112874,5,best_r_change,2,3,0.933381174289,7519.53333333,9632,9
112879,5,best_r_change,3,2,0.933167373914,7544,9636,8
112880,5,best_r_change,2,3,0.932814788566,7583.86666667,9695,8
112899,5,best_r_change,3,2,0.933329790344,7527,9626,8
112900,5,best_r_change,2,3,0.932892235016,7576.46666667,9690,8
112903,5,best_r_change,3,2,0.931755577797,7705,9760,8
112904,5,best_r_change,2,3,0.932689718699,7599.6,9706,8
112924,5,best_r_change,3,2,0.932352732811,7639,9745,8
112925,5,best_r_change,2,3,0.932425946425,7630.8,9748,8
112929,5,best_r_change,3,2,0.931850986018,7696,9785,8
112930,5,best_r_change,2,3,0.933182207267,7545.73333333,9662,8
112940,5,best_r_change,3,2,0.931813352222,7701,9788,8
112941,5,best_r_change,2,3,0.932041803538,7675.26666667,9778,8
112951,5,best_r_change,3,2,0.933077175058,7559,9671,7
112952,5,best_r_change,2,3,0.931857190075,7696.86666667,9792,8
112961,5,best_r_change,3,2,0.93088765149,7807,9896,8
112962,5,best_r_change,2,3,0.933014642092,7566.8,9688,8
112963,5,best_r_change,3,2,0.931464284766,7742,9833,8
112964,5,best_r_change,2,3,0.93195826399,7686.26666667,9790,8
112973,5,best_r_change,3,2,0.93240862861,7636,9709,8
112974,5,best_r_change,2,3,0.931771322015,7708.06666667,9806,8
112980,5,best_r_change,3,2,0.932041069216,7678,9770,8
112981,5,best_r_change,2,3,0.932750344453,7597.93333333,9711,8
112989,5,best_r_change,3,2,0.932303144554,7649,9737,8
112990,5,best_r_change,2,3,0.932478390418,7629.26666667,9729,8
112994,5,best_r_change,3,2,0.933049542454,7565,9662,8
112995,5,best_r_change,2,3,0.933044234996,7565.66666667,9679,8
112998,5,best_r_change,3,2,0.933352802704,7531,9622,8
112999,5,best_r_change,2,3,0.932456039434,7632.4,9729,8
113007,5,best_r_change,3,2,0.932659038821,7610,9723,8
113008,5,best_r_change,2,3,0.933029520034,7568.2,9673,8
113011,5,best_r_change,3,2,0.931962375344,7689,9775,8
113012,5,best_r_change,2,3,0.931971826001,7688,9784,8
113018,5,best_r_change,3,2,0.932010830133,7684,9743,8
113019,5,best_r_change,2,3,0.932298109167,7651.6,9759,8
113028,5,best_r_change,3,2,0.931238277241,7772,9860,8
113029,5,best_r_change,2,3,0.931710740901,7718.66666667,9815,8
113044,5,best_r_change,3,2,0.933477230105,7520,9612,8
113045,5,best_r_change,2,3,0.932746546361,7602.66666667,9711,8
113049,5,best_r_change,3,2,0.932188696937,7666,9767,8
113050,5,best_r_change,2,3,0.931855521156,7703.73333333,9804,8
113057,5,best_r_change,3,2,0.93233501685,7650,9747,8
113058,5,best_r_change,2,3,0.932507208689,7630.6,9728,8
113079,5,best_r_change,3,2,0.933471289983,7523,9614,8
113080,5,best_r_change,2,3,0.932438391699,7639.86666667,9760,8
113081,5,best_r_change,3,2,0.931721509361,7721,9784,8
113082,5,best_r_change,2,3,0.933315647053,7540.8,9649,8
113084,5,best_r_change,3,2,0.932059354108,7683,9751,8
113085,5,best_r_change,2,3,0.933038569807,7572.33333333,9683,8
113093,5,best_r_change,3,2,0.93310814993,7565,9667,8
113094,5,best_r_change,2,3,0.931360343313,7762.73333333,9877,8
